1	888	2.82932
1	908	0.522537
1	956	3.23202
1	964	3.48199
2	905	1.63922
2	937	1.67251
2	953	3.04543
2	995	2.50884
3	406	0.014637
3	884	0.572235
3	900	1.88037
3	1000	4.76545
4	449	1.46969
4	946	1.08872
4	975	2.57598
4	994	3.55433
5	138	0.8
5	984	1.84429
5	997	2.72436
5	998	2.76141
6	612	0.262514
6	799	0.0862576
6	894	2.14116
6	999	4.72414
7	562	2.26274
7	627	0.653054
7	819	2.85068
7	899	3.70582
8	581	0.943431
8	717	0.82321
8	788	1.51906
8	933	3.91265
9	818	0.121577
9	918	1.46022
9	928	2.40593
9	958	3.22994
10	485	1.64501
10	544	1.42138
10	824	4.13775
10	930	3.33433
11	170	1.13186
11	305	1.65359
11	867	4.43861
11	980	4.87448
12	849	0.652891
12	936	1.12896
12	969	1.94412
12	992	3.53175
13	205	0.181839
13	923	1.15471
13	977	2.8435
13	989	3.23938
14	227	0.8
14	586	0.767986
14	959	3.19716
14	968	3.23667
15	786	1.7658
15	790	2.02481
15	909	1.20541
15	919	3.41838
16	770	0.441218
16	836	1.87581
16	956	3.26556
16	964	3.51553
17	348	1.22513
17	907	4.20946
17	916	2.19346
17	999	3.79367
18	304	0.210813
18	633	0.536223
18	923	0.846086
18	964	6.61377
19	139	3.07052
19	456	0.934655
19	730	0.105694
19	867	3.14114
20	774	1.15452
20	792	1.2169
20	819	1.99208
20	899	2.84722
21	790	0.0885737
21	952	0.844455
21	988	3.14068
21	991	3.21546
22	982	1.17881
22	984	1.46457
22	997	2.34464
22	998	2.38169
23	774	1.29397
23	792	1.35636
23	846	1.56829
23	899	2.98667
24	883	0.463767
24	907	0.676755
24	944	2.10048
24	999	3.96962
25	840	0.204618
25	848	0.956983
25	933	2.59395
25	961	3.44489
26	220	1.24723
26	540	1.82179
26	690	3.16228
26	827	4.14015
27	566	1.90057
27	691	0.900444
27	824	2.37765
27	827	2.02842
28	937	0.383522
28	965	1.72669
28	969	1.78324
28	992	3.37086
29	144	2.08929
29	818	1.82701
29	838	6.4
29	944	3.27531
30	807	1.97474
30	831	0.165952
30	883	1.41849
30	999	5.0609
31	821	0.453083
31	931	0.464952
31	988	3.15423
31	991	3.22901
32	611	0.613368
32	661	0.0602958
32	807	2.53293
32	916	4.01888
33	793	0.58123
33	886	1.18649
33	998	1.14971
33	1000	5.45651
34	399	1.46969
34	461	0.760313
34	643	1.29957
34	934	5.17513
35	501	0.0628434
35	959	2.4193
35	961	2.26141
35	968	2.45882
36	584	0.395762
36	869	0.22205
36	979	3.12271
36	981	3.64464
37	926	1.50406
37	928	1.01865
37	985	0.878979
37	993	3.82405
38	784	0.388529
38	912	1.6215
38	941	2.3612
38	947	2.85547
39	334	1.11803
39	984	1.84429
39	997	2.72436
39	998	2.76141
40	305	0.799523
40	395	1.46969
40	800	2.82259
40	867	3.58454
41	610	0.156017
41	688	0.390934
41	916	2.56701
41	999	4.16722
42	491	1.0011
42	591	0.5399
42	656	0.586943
42	958	5.07544
43	141	0.917477
43	649	3.24489
43	724	3.06528
43	995	0.54885
44	728	0.766758
44	879	2.88017
44	926	2.05828
44	993	4.37827
45	666	0.396816
45	765	2.61467
45	801	2.00876
45	971	4.17304
46	83	0.0144841
46	559	0.111042
46	811	1.54398
46	1000	5.5817
47	805	0.115294
47	868	0.358339
47	979	3.22317
47	981	3.74509
48	105	0.379082
48	524	1.32782
48	741	2.42594
48	825	3.08084
49	674	0.0108215
49	782	0.086816
49	980	3.58697
49	986	3.57837
50	798	2.03514
50	805	0.495604
50	979	3.17692
50	981	3.69885
51	397	0.288223
51	426	1.13797
51	741	1.92848
51	900	3.86763
52	735	0.505943
52	897	2.14863
52	903	2.09371
52	922	2.98847
53	571	0.0851654
53	856	0.32552
53	973	3.56611
53	974	3.26963
54	874	0.0260018
54	935	2.0245
54	956	2.4844
54	964	2.73437
55	860	0.371585
55	895	1.2735
55	912	2.17211
55	947	3.40607
56	551	0.271042
56	929	0.879125
56	976	2.61075
56	990	3.4644
57	887	0.0552147
57	976	2.57447
57	987	1.17175
57	990	3.42813
58	767	0.522159
58	854	0.36972
58	877	1.64134
58	1000	6.2504
59	688	1.46543
59	807	2.15556
59	916	3.64151
59	984	2.13916
60	594	0.175504
60	881	0.293251
60	980	3.50806
60	986	3.49946
61	276	0.120307
61	409	1.22914
61	564	0.715237
61	958	5.13649
62	942	0.552673
62	970	1.75882
62	972	1.88827
62	994	3.02666
63	318	0.247703
63	691	1.45533
63	824	2.93254
63	827	2.58331
64	246	1.26889
64	624	2.7
64	637	2.4646
64	760	3.40976
65	525	0.956668
65	772	2.05018
65	919	4.19826
65	929	3.00671
66	533	0.116481
66	673	1.20385
66	781	1.28344
66	957	4.60337
67	882	0.684728
67	919	0.113767
67	977	3.12162
67	1000	3.37189
68	660	0.576322
68	671	1.33584
68	673	0.944295
68	957	4.34382
69	639	1.09848
69	738	1.3532
69	904	1.72307
69	971	3.0312
70	877	1.38054
70	885	1.36506
70	896	1.57215
70	995	2.90529
71	881	0.377718
71	905	0.506053
71	980	3.30831
71	986	3.2997
72	607	2.26274
72	905	0.565233
72	980	3.36749
72	986	3.35888
73	524	0.332703
73	741	1.43083
73	825	2.08573
73	900	3.36997
74	833	0.453862
74	875	0.301665
74	978	3.29602
74	983	3.42052
75	736	0.0958057
75	787	0.18901
75	977	3.48064
75	989	3.87652
76	963	0.104506
76	982	1.62893
76	997	2.79475
76	998	2.8318
77	624	0.0604366
77	918	0.75343
77	930	1.91111
77	993	4.50454
78	295	1.19353
78	610	1.91302
78	807	4.07304
78	939	4.57879
79	804	1.24835
79	862	3.81838
79	897	2.56765
79	922	3.4075
80	635	0.94222
80	646	0.0867152
80	766	1.48995
80	952	4.70162
81	536	1.85203
81	897	2.14863
81	903	2.09371
81	922	2.98847
82	636	1.24153
82	775	1.50246
82	808	2.35357
82	834	2.11476
83	46	0.0144841
83	587	0.396269
83	703	0.0191647
83	1000	6.78486
84	795	4.68722
84	845	1.86483
84	925	2.33057
84	949	3.00984
85	716	0.220867
85	960	1.23438
85	988	2.88326
85	991	2.95803
86	665	2.7
86	776	0.682741
86	882	1.93935
86	1000	4.62651
87	982	1.17881
87	984	1.46457
87	997	2.34464
87	998	2.38169
88	480	1.46969
88	695	0.19042
88	977	3.35399
88	989	3.74987
89	828	2.03888
89	879	2.17094
89	914	2.99259
89	998	1.14971
90	809	0.444024
90	817	0.120903
90	920	3.07306
90	925	3.56252
91	916	4.78384
91	944	0.992601
91	947	1.8479
91	988	4.40682
92	826	0.164198
92	937	0.975256
92	965	2.31842
92	992	3.9626
93	421	1.46969
93	643	1.03347
93	932	2.95261
93	934	3.22864
94	913	0.0673202
94	931	0.591052
94	988	3.28033
94	991	3.35511
95	848	0.147347
95	921	1.42867
95	959	2.79314
95	968	2.83266
96	769	0.318967
96	987	0.376448
96	988	3.33208
96	991	3.40685
97	948	0.656517
97	972	1.75737
97	975	1.91742
97	994	2.89576
98	537	0.0204514
98	902	0.651631
98	976	3.17707
98	990	4.03072
99	703	0.16696
99	793	0.170756
99	886	1.39289
99	1000	5.66292
100	360	0.882527
100	653	0.0667476
100	932	2.99746
100	934	3.27349
101	416	0.500281
101	672	1.65039
101	775	1.91099
101	945	3.14714
102	623	0.0407613
102	822	0.423469
102	978	3.33817
102	983	3.46267
103	617	1.20264
103	800	2.62213
103	867	3.38408
103	871	3.80611
104	709	0.0903364
104	929	1.6765
104	950	2.04873
104	976	3.40813
105	48	0.379082
105	115	0.117375
105	130	0.563185
105	900	6.13435
106	507	0.0789888
106	766	1.11021
106	837	1.71973
106	952	4.32188
107	801	1.46126
107	810	4.68722
107	918	0.999932
107	993	4.75104
108	982	1.17881
108	984	1.46457
108	997	2.34464
108	998	2.38169
109	522	0.242801
109	701	0.435021
109	870	2.60811
109	920	3.90984
110	852	2.77327
110	861	1.18987
110	973	3.17158
110	974	2.8751
111	591	0.0936443
111	622	0.0637716
111	958	3.48891
111	995	3.56172
112	549	0.461429
112	884	0.718885
112	988	3.5896
112	992	3.21123
113	929	3.00671
113	965	1.94815
113	966	1.71479
113	992	3.59232
114	195	0.0704465
114	545	0.0403081
114	807	2.83533
114	916	4.32128
115	105	0.117375
115	611	0.675205
115	990	0.855606
115	994	6.40792
116	638	0.538793
116	869	0.119954
116	979	3.22062
116	981	3.74254
117	953	1.41498
117	965	1.38523
117	969	1.44178
117	992	3.0294
118	554	1.85203
118	751	0.225878
118	783	0.383118
118	986	6.5789
119	900	1.50676
119	969	3.49765
119	993	2.67283
119	1000	3.0561
120	787	1.16247
120	811	0.622682
120	882	1.97324
120	1000	4.6604
121	724	3.64829
121	937	0.953343
121	969	2.35306
121	992	3.94068
122	929	0.99228
122	938	1.29879
122	950	1.36451
122	990	3.57756
123	646	2.7
123	920	2.04121
123	924	1.95153
123	949	3.20994
124	856	7.00928
124	958	2.25776
124	980	2.56464
124	990	2.42846
125	132	1.12484
125	364	1.11803
125	676	1.49364
125	900	4.57776
126	823	0.985968
126	852	1.81128
126	863	1.80311
126	914	2.60025
127	882	0.412974
127	962	0.529689
127	989	3.24575
127	1000	3.10013
128	897	0.0569126
128	922	0.696754
128	981	3.18227
128	991	3.38217
129	280	0.163567
129	908	0.0655538
129	923	2.74395
129	977	4.43274
130	105	0.563185
130	355	0.634772
130	676	1.46507
130	900	4.54919
131	905	0.565233
131	955	2.99585
131	980	3.36749
131	986	3.35888
132	125	1.12484
132	825	2.40285
132	900	3.6871
132	1000	4.21573
